"Month","Day","Precip","AnnPpt","MeanTemp","DOY","PAR","VPD","Evap","SoilTemp","runNum","Site","Tmax"
12,31,0.024,75,0.226,365,20.943,0.328,0.453,0.226,3,"HighLat",12
1,1,0,100,-1.588,1,35.008,0.143,0.453,0,4,"HighLat",12
1,2,0.171,100,-1.588,2,21.072,0.143,0.454,0,4,"HighLat",12
1,3,0,100,-1.588,3,35.24,0.143,0.456,0,4,"HighLat",12
1,4,0.045,100,-1.588,4,21.222,0.143,0.457,0,4,"HighLat",12
1,5,0.518,100,-1.588,5,21.305,0.143,0.459,0,4,"HighLat",12
1,6,0,100,-1.588,6,35.656,0.143,0.461,0,4,"HighLat",12
1,7,0.403,100,-1.588,7,21.487,0.143,0.463,0,4,"HighLat",12
1,8,0,100,-1.588,8,35.977,0.143,0.465,0,4,"HighLat",12
1,9,0,100,-1.588,9,36.151,0.143,0.467,0,4,"HighLat",12
1,10,0.057,100,-1.588,10,21.8,0.143,0.47,0,4,"HighLat",12
1,11,0.096,100,-1.588,11,21.914,0.143,0.472,0,4,"HighLat",12
1,12,0,100,-1.588,12,36.724,0.143,0.475,0,4,"HighLat",12
1,13,1.126,100,-1.588,13,22.159,0.143,0.477,0,4,"HighLat",12
1,14,0,100,-1.588,14,37.148,0.143,0.48,0,4,"HighLat",12
1,15,0.114,100,-1.588,15,22.424,0.143,0.483,0,4,"HighLat",12
1,16,0,100,-1.588,16,37.606,0.143,0.486,0,4,"HighLat",12
1,17,0.482,100,-1.588,17,22.708,0.143,0.489,0,4,"HighLat",12
1,18,0.041,100,-1.588,18,22.858,0.143,0.492,0,4,"HighLat",12
1,19,0.08,100,-1.588,19,23.013,0.143,0.496,0,4,"HighLat",12
1,20,0,100,-1.588,20,38.62,0.143,0.499,0,4,"HighLat",12
1,21,0,100,-1.588,21,38.893,0.143,0.503,0,4,"HighLat",12
1,22,0,100,-1.588,22,39.174,0.143,0.506,0,4,"HighLat",12
1,23,1.124,100,-1.588,23,23.678,0.143,0.51,0,4,"HighLat",12
1,24,0,100,-1.588,24,39.759,0.143,0.514,0,4,"HighLat",12
1,25,0.357,100,-1.588,25,24.037,0.143,0.518,0,4,"HighLat",12
1,26,0,100,-1.588,26,40.373,0.143,0.522,0,4,"HighLat",12
1,27,0.394,100,-1.588,27,24.415,0.143,0.526,0,4,"HighLat",12
1,28,0,100,-1.588,28,41.017,0.143,0.53,0,4,"HighLat",12
1,29,0,100,-1.588,29,41.349,0.143,0.535,0,4,"HighLat",12
1,30,0,100,-1.588,30,41.688,0.143,0.539,0,4,"HighLat",12
1,31,0.336,100,-1.588,31,25.22,0.143,0.543,0,4,"HighLat",12
2,1,0.033,100,2.176,32,25.432,0.521,0.553,2.176,4,"HighLat",12
2,2,0,100,2.176,33,42.745,0.521,0.558,2.176,4,"HighLat",12
2,3,0,100,2.176,34,43.11,0.521,0.563,2.176,4,"HighLat",12
2,4,0.305,100,2.176,35,26.089,0.521,0.568,2.176,4,"HighLat",12
2,5,0,100,2.176,36,43.859,0.521,0.573,2.176,4,"HighLat",12
2,6,0.136,100,2.176,37,26.545,0.521,0.578,2.176,4,"HighLat",12
2,7,0.278,100,2.176,38,26.779,0.521,0.583,2.176,4,"HighLat",12
2,8,0,100,2.176,39,45.026,0.521,0.588,2.176,4,"HighLat",12
2,9,0,100,2.176,40,45.426,0.521,0.593,2.176,4,"HighLat",12
2,10,0,100,2.176,41,45.831,0.521,0.598,2.176,4,"HighLat",12
2,11,0,100,2.176,42,46.241,0.521,0.604,2.176,4,"HighLat",12
2,12,0.104,100,2.176,43,27.994,0.521,0.609,2.176,4,"HighLat",12
2,13,0,100,2.176,44,47.076,0.521,0.615,2.176,4,"HighLat",12
2,14,0.695,100,2.176,45,28.5,0.521,0.62,2.176,4,"HighLat",12
2,15,0.925,100,2.176,46,28.757,0.521,0.626,2.176,4,"HighLat",12
2,16,0,100,2.176,47,48.362,0.521,0.631,2.176,4,"HighLat",12
2,17,0,100,2.176,48,48.799,0.521,0.637,2.176,4,"HighLat",12
2,18,0,100,2.176,49,49.24,0.521,0.643,2.176,4,"HighLat",12
2,19,0.704,100,2.176,50,29.811,0.521,0.649,2.176,4,"HighLat",12
2,20,0.35,100,2.176,51,30.079,0.521,0.654,2.176,4,"HighLat",12
2,21,0,100,2.176,52,50.583,0.521,0.66,2.176,4,"HighLat",12
2,22,0.231,100,2.176,53,30.623,0.521,0.666,2.176,4,"HighLat",12
2,23,0,100,2.176,54,51.495,0.521,0.672,2.176,4,"HighLat",12
2,24,0,100,2.176,55,51.955,0.521,0.678,2.176,4,"HighLat",12
2,25,1.905,100,2.176,56,31.451,0.521,0.684,2.176,4,"HighLat",12
2,26,0.619,100,2.176,57,31.729,0.521,0.69,2.176,4,"HighLat",12
2,27,0.157,100,2.176,58,32.01,0.521,0.696,2.176,4,"HighLat",12
2,28,0.078,100,2.176,59,32.291,0.521,0.703,2.176,4,"HighLat",12
3,1,2.164,100,5.599,60,32.573,0.865,0.714,5.599,4,"HighLat",12
3,2,0,100,5.599,61,54.761,0.865,0.72,5.599,4,"HighLat",12
3,3,0.501,100,5.599,62,33.141,0.865,0.727,5.599,4,"HighLat",12
3,4,0.413,100,5.599,63,33.426,0.865,0.733,5.599,4,"HighLat",12
3,5,0,100,5.599,64,56.185,0.865,0.739,5.599,4,"HighLat",12
3,6,0,100,5.599,65,56.662,0.865,0.745,5.599,4,"HighLat",12
3,7,0.129,100,5.599,66,34.283,0.865,0.752,5.599,4,"HighLat",12
3,8,0,100,5.599,67,57.616,0.865,0.758,5.599,4,"HighLat",12
3,9,1.214,100,5.599,68,34.856,0.865,0.764,5.599,4,"HighLat",12
3,10,0.084,100,5.599,69,35.143,0.865,0.771,5.599,4,"HighLat",12
3,11,0.453,100,5.599,70,35.429,0.865,0.777,5.599,4,"HighLat",12
3,12,0,100,5.599,71,59.526,0.865,0.783,5.599,4,"HighLat",12
3,13,0,100,5.599,72,60.002,0.865,0.789,5.599,4,"HighLat",12
3,14,0.279,100,5.599,73,36.287,0.865,0.796,5.599,4,"HighLat",12
3,15,0,100,5.599,74,60.953,0.865,0.802,5.599,4,"HighLat",12
3,16,0.087,100,5.599,75,36.856,0.865,0.808,5.599,4,"HighLat",12
3,17,0,100,5.599,76,61.899,0.865,0.814,5.599,4,"HighLat",12
3,18,0.292,100,5.599,77,37.422,0.865,0.821,5.599,4,"HighLat",12
3,19,0,100,5.599,78,62.839,0.865,0.827,5.599,4,"HighLat",12
3,20,0.447,100,5.599,79,37.984,0.865,0.833,5.599,4,"HighLat",12
3,21,0,100,5.599,80,63.772,0.865,0.839,5.599,4,"HighLat",12
3,22,0,100,5.599,81,64.235,0.865,0.845,5.599,4,"HighLat",12
3,23,0.059,100,5.599,82,38.818,0.865,0.851,5.599,4,"HighLat",12
3,24,0,100,5.599,83,65.154,0.865,0.857,5.599,4,"HighLat",12
3,25,0.772,100,5.599,84,39.366,0.865,0.863,5.599,4,"HighLat",12
3,26,0,100,5.599,85,66.063,0.865,0.869,5.599,4,"HighLat",12
3,27,0.48,100,5.599,86,39.908,0.865,0.875,5.599,4,"HighLat",12
3,28,0,100,5.599,87,66.96,0.865,0.881,5.599,4,"HighLat",12
3,29,0.233,100,5.599,88,40.442,0.865,0.887,5.599,4,"HighLat",12
3,30,0,100,5.599,89,67.844,0.865,0.893,5.599,4,"HighLat",12
3,31,0,100,5.599,90,68.281,0.865,0.898,5.599,4,"HighLat",12
4,1,0.08,100,8.455,91,41.229,1.152,0.909,8.455,4,"HighLat",12
4,2,0,100,8.455,92,69.144,1.152,0.915,8.455,4,"HighLat",12
4,3,0.174,100,8.455,93,41.742,1.152,0.92,8.455,4,"HighLat",12
4,4,0.247,100,8.455,94,41.995,1.152,0.926,8.455,4,"HighLat",12
4,5,0,100,8.455,95,70.408,1.152,0.931,8.455,4,"HighLat",12
4,6,0,100,8.455,96,70.821,1.152,0.937,8.455,4,"HighLat",12
4,7,0,100,8.455,97,71.23,1.152,0.942,8.455,4,"HighLat",12
4,8,0,100,8.455,98,71.634,1.152,0.948,8.455,4,"HighLat",12
4,9,0.156,100,8.455,99,43.22,1.152,0.953,8.455,4,"HighLat",12
4,10,0.716,100,8.455,100,43.457,1.152,0.958,8.455,4,"HighLat",12
4,11,0,100,8.455,101,72.819,1.152,0.963,8.455,4,"HighLat",12
4,12,0,100,8.455,102,73.205,1.152,0.968,8.455,4,"HighLat",12
4,13,3.078,100,8.455,103,44.151,1.152,0.974,8.455,4,"HighLat",12
4,14,1.531,100,8.455,104,44.376,1.152,0.978,8.455,4,"HighLat",12
4,15,0,100,8.455,105,74.331,1.152,0.983,8.455,4,"HighLat",12
4,16,0.53,100,8.455,106,44.818,1.152,0.988,8.455,4,"HighLat",12
4,17,0.388,100,8.455,107,45.034,1.152,0.993,8.455,4,"HighLat",12
4,18,0.526,100,8.455,108,45.247,1.152,0.998,8.455,4,"HighLat",12
4,19,0,100,8.455,109,75.76,1.152,1.002,8.455,4,"HighLat",12
4,20,0,100,8.455,110,76.104,1.152,1.007,8.455,4,"HighLat",12
4,21,0.132,100,8.455,111,45.866,1.152,1.011,8.455,4,"HighLat",12
4,22,0,100,8.455,112,76.776,1.152,1.016,8.455,4,"HighLat",12
4,23,0,100,8.455,113,77.103,1.152,1.02,8.455,4,"HighLat",12
4,24,0.249,100,8.455,114,46.455,1.152,1.024,8.455,4,"HighLat",12
4,25,0,100,8.455,115,77.741,1.152,1.028,8.455,4,"HighLat",12
4,26,0,100,8.455,116,78.051,1.152,1.033,8.455,4,"HighLat",12
4,27,0.183,100,8.455,117,47.013,1.152,1.037,8.455,4,"HighLat",12
4,28,0.085,100,8.455,118,47.193,1.152,1.041,8.455,4,"HighLat",12
4,29,0,100,8.455,119,78.948,1.152,1.044,8.455,4,"HighLat",12
4,30,0.461,100,8.455,120,47.541,1.152,1.048,8.455,4,"HighLat",12
5,1,0,100,10.556,121,79.516,1.363,1.056,10.556,4,"HighLat",12
5,2,0.149,100,10.556,122,47.875,1.363,1.06,10.556,4,"HighLat",12
5,3,0,100,10.556,123,80.062,1.363,1.063,10.556,4,"HighLat",12
5,4,0,100,10.556,124,80.326,1.363,1.067,10.556,4,"HighLat",12
5,5,0,100,10.556,125,80.584,1.363,1.07,10.556,4,"HighLat",12
5,6,0.12,100,10.556,126,48.501,1.363,1.073,10.556,4,"HighLat",12
5,7,0,100,10.556,127,81.082,1.363,1.077,10.556,4,"HighLat",12
5,8,0,100,10.556,128,81.322,1.363,1.08,10.556,4,"HighLat",12
5,9,0.417,100,10.556,129,48.934,1.363,1.083,10.556,4,"HighLat",12
5,10,0.423,100,10.556,130,49.071,1.363,1.086,10.556,4,"HighLat",12
5,11,0,100,10.556,131,82.008,1.363,1.089,10.556,4,"HighLat",12
5,12,0.366,100,10.556,132,49.335,1.363,1.092,10.556,4,"HighLat",12
5,13,0,100,10.556,133,82.435,1.363,1.095,10.556,4,"HighLat",12
5,14,0.088,100,10.556,134,49.584,1.363,1.097,10.556,4,"HighLat",12
5,15,0.493,100,10.556,135,49.704,1.363,1.1,10.556,4,"HighLat",12
5,16,0.324,100,10.556,136,49.82,1.363,1.103,10.556,4,"HighLat",12
5,17,0,100,10.556,137,83.22,1.363,1.105,10.556,4,"HighLat",12
5,18,0,100,10.556,138,83.401,1.363,1.108,10.556,4,"HighLat",12
5,19,0,100,10.556,139,83.577,1.363,1.11,10.556,4,"HighLat",12
5,20,0.31,100,10.556,140,50.248,1.363,1.112,10.556,4,"HighLat",12
5,21,1.434,100,10.556,141,50.347,1.363,1.114,10.556,4,"HighLat",12
5,22,0,100,10.556,142,84.069,1.363,1.116,10.556,4,"HighLat",12
5,23,0.786,100,10.556,143,50.533,1.363,1.118,10.556,4,"HighLat",12
5,24,0,100,10.556,144,84.368,1.363,1.12,10.556,4,"HighLat",12
5,25,0,100,10.556,145,84.509,1.363,1.122,10.556,4,"HighLat",12
5,26,0.744,100,10.556,146,50.787,1.363,1.124,10.556,4,"HighLat",12
5,27,0,100,10.556,147,84.774,1.363,1.126,10.556,4,"HighLat",12
5,28,0,100,10.556,148,84.898,1.363,1.127,10.556,4,"HighLat",12
5,29,2.072,100,10.556,149,51.01,1.363,1.129,10.556,4,"HighLat",12
5,30,0.602,100,10.556,150,51.077,1.363,1.13,10.556,4,"HighLat",12
5,31,0.934,100,10.556,151,51.141,1.363,1.132,10.556,4,"HighLat",12
6,1,0,100,11.765,152,85.337,1.485,1.136,11.765,4,"HighLat",12
6,2,0.568,100,11.765,153,51.26,1.485,1.137,11.765,4,"HighLat",12
6,3,0,100,11.765,154,85.523,1.485,1.138,11.765,4,"HighLat",12
6,4,0.12,100,11.765,155,51.364,1.485,1.139,11.765,4,"HighLat",12
6,5,0.093,100,11.765,156,51.412,1.485,1.14,11.765,4,"HighLat",12
6,6,1.227,100,11.765,157,51.456,1.485,1.141,11.765,4,"HighLat",12
6,7,1.192,100,11.765,158,51.497,1.485,1.142,11.765,4,"HighLat",12
6,8,0.22,100,11.765,159,51.534,1.485,1.143,11.765,4,"HighLat",12
6,9,0,100,11.765,160,85.947,1.485,1.144,11.765,4,"HighLat",12
6,10,0,100,11.765,161,85.999,1.485,1.144,11.765,4,"HighLat",12
6,11,0.583,100,11.765,162,51.627,1.485,1.145,11.765,4,"HighLat",12
6,12,0.053,100,11.765,163,51.651,1.485,1.146,11.765,4,"HighLat",12
6,13,1.247,100,11.765,164,51.672,1.485,1.146,11.765,4,"HighLat",12
6,14,1.954,100,11.765,165,51.69,1.485,1.146,11.765,4,"HighLat",12
6,15,0.356,100,11.765,166,51.705,1.485,1.147,11.765,4,"HighLat",12
6,16,0,100,11.765,167,86.194,1.485,1.147,11.765,4,"HighLat",12
6,17,0,100,11.765,168,86.208,1.485,1.147,11.765,4,"HighLat",12
6,18,0,100,11.765,169,86.216,1.485,1.147,11.765,4,"HighLat",12
6,19,0.819,100,11.765,170,51.731,1.485,1.147,11.765,4,"HighLat",12
6,20,0,100,11.765,171,86.216,1.485,1.147,11.765,4,"HighLat",12
6,21,0.064,100,11.765,172,51.725,1.485,1.147,11.765,4,"HighLat",12
6,22,0,100,11.765,173,86.195,1.485,1.147,11.765,4,"HighLat",12
6,23,0,100,11.765,174,86.177,1.485,1.147,11.765,4,"HighLat",12
6,24,0.285,100,11.765,175,51.692,1.485,1.146,11.765,4,"HighLat",12
6,25,0,100,11.765,176,86.124,1.485,1.146,11.765,4,"HighLat",12
6,26,0,100,11.765,177,86.09,1.485,1.146,11.765,4,"HighLat",12
6,27,0,100,11.765,178,86.05,1.485,1.145,11.765,4,"HighLat",12
6,28,0,100,11.765,179,86.005,1.485,1.145,11.765,4,"HighLat",12
6,29,0,100,11.765,180,85.954,1.485,1.144,11.765,4,"HighLat",12
6,30,0.952,100,11.765,181,51.539,1.485,1.143,11.765,4,"HighLat",12
7,1,0,100,12,182,85.838,1.508,1.143,12,4,"HighLat",12
7,2,1.303,100,12,183,51.463,1.508,1.142,12,4,"HighLat",12
7,3,1.247,100,12,184,51.42,1.508,1.141,12,4,"HighLat",12
7,4,0.419,100,12,185,51.374,1.508,1.14,12,4,"HighLat",12
7,5,0.426,100,12,186,51.324,1.508,1.139,12,4,"HighLat",12
7,6,0.317,100,12,187,51.272,1.508,1.138,12,4,"HighLat",12
7,7,0,100,12,188,85.36,1.508,1.136,12,4,"HighLat",12
7,8,0,100,12,189,85.262,1.508,1.135,12,4,"HighLat",12
7,9,0,100,12,190,85.158,1.508,1.134,12,4,"HighLat",12
7,10,0,100,12,191,85.049,1.508,1.132,12,4,"HighLat",12
7,11,0,100,12,192,84.935,1.508,1.131,12,4,"HighLat",12
7,12,0.477,100,12,193,50.889,1.508,1.129,12,4,"HighLat",12
7,13,0,100,12,194,84.69,1.508,1.127,12,4,"HighLat",12
7,14,0.746,100,12,195,50.736,1.508,1.126,12,4,"HighLat",12
7,15,0,100,12,196,84.424,1.508,1.124,12,4,"HighLat",12
7,16,0,100,12,197,84.283,1.508,1.122,12,4,"HighLat",12
7,17,0,100,12,198,84.136,1.508,1.12,12,4,"HighLat",12
7,18,0.963,100,12,199,50.391,1.508,1.118,12,4,"HighLat",12
7,19,0.857,100,12,200,50.296,1.508,1.116,12,4,"HighLat",12
7,20,0.746,100,12,201,50.199,1.508,1.114,12,4,"HighLat",12
7,21,0.731,100,12,202,50.098,1.508,1.112,12,4,"HighLat",12
7,22,0.963,100,12,203,49.993,1.508,1.109,12,4,"HighLat",12
7,23,0,100,12,204,83.143,1.508,1.107,12,4,"HighLat",12
7,24,0,100,12,205,82.959,1.508,1.104,12,4,"HighLat",12
7,25,0,100,12,206,82.769,1.508,1.102,12,4,"HighLat",12
7,26,0,100,12,207,82.573,1.508,1.099,12,4,"HighLat",12
7,27,0,100,12,208,82.372,1.508,1.097,12,4,"HighLat",12
7,28,0.202,100,12,209,49.299,1.508,1.094,12,4,"HighLat",12
7,29,0.301,100,12,210,49.172,1.508,1.091,12,4,"HighLat",12
7,30,0,100,12,211,81.737,1.508,1.088,12,4,"HighLat",12
7,31,0.236,100,12,212,48.908,1.508,1.085,12,4,"HighLat",12
8,1,0,100,11.247,213,81.285,1.433,1.081,11.247,4,"HighLat",12
8,2,0.507,100,11.247,214,48.631,1.433,1.078,11.247,4,"HighLat",12
8,3,0,100,11.247,215,80.812,1.433,1.074,11.247,4,"HighLat",12
8,4,0.362,100,11.247,216,48.34,1.433,1.071,11.247,4,"HighLat",12
8,5,1.777,100,11.247,217,48.19,1.433,1.068,11.247,4,"HighLat",12
8,6,0,100,11.247,218,80.062,1.433,1.064,11.247,4,"HighLat",12
8,7,0,100,11.247,219,79.8,1.433,1.061,11.247,4,"HighLat",12
8,8,0.47,100,11.247,220,47.72,1.433,1.057,11.247,4,"HighLat",12
8,9,0.257,100,11.247,221,47.557,1.433,1.054,11.247,4,"HighLat",12
8,10,0,100,11.247,222,78.984,1.433,1.05,11.247,4,"HighLat",12
8,11,0,100,11.247,223,78.701,1.433,1.046,11.247,4,"HighLat",12
8,12,0,100,11.247,224,78.413,1.433,1.043,11.247,4,"HighLat",12
8,13,0,100,11.247,225,78.119,1.433,1.039,11.247,4,"HighLat",12
8,14,0.262,100,11.247,226,46.692,1.433,1.035,11.247,4,"HighLat",12
8,15,1.371,100,11.247,227,46.51,1.433,1.031,11.247,4,"HighLat",12
8,16,0.736,100,11.247,228,46.324,1.433,1.027,11.247,4,"HighLat",12
8,17,0,100,11.247,229,76.892,1.433,1.022,11.247,4,"HighLat",12
8,18,0,100,11.247,230,76.572,1.433,1.018,11.247,4,"HighLat",12
8,19,0,100,11.247,231,76.246,1.433,1.014,11.247,4,"HighLat",12
8,20,0,100,11.247,232,75.916,1.433,1.009,11.247,4,"HighLat",12
8,21,0,100,11.247,233,75.58,1.433,1.005,11.247,4,"HighLat",12
8,22,0.277,100,11.247,234,45.144,1.433,1,11.247,4,"HighLat",12
8,23,0,100,11.247,235,74.894,1.433,0.996,11.247,4,"HighLat",12
8,24,0.059,100,11.247,236,44.726,1.433,0.991,11.247,4,"HighLat",12
8,25,0.452,100,11.247,237,44.513,1.433,0.986,11.247,4,"HighLat",12
8,26,0,100,11.247,238,73.827,1.433,0.982,11.247,4,"HighLat",12
8,27,0.379,100,11.247,239,44.077,1.433,0.977,11.247,4,"HighLat",12
8,28,0.382,100,11.247,240,43.855,1.433,0.972,11.247,4,"HighLat",12
8,29,0,100,11.247,241,72.718,1.433,0.967,11.247,4,"HighLat",12
8,30,0.527,100,11.247,242,43.403,1.433,0.962,11.247,4,"HighLat",12
8,31,2.026,100,11.247,243,43.173,1.433,0.957,11.247,4,"HighLat",12
9,1,0.924,100,9.556,244,42.94,1.263,0.949,9.556,4,"HighLat",12
9,2,0,100,9.556,245,71.174,1.263,0.944,9.556,4,"HighLat",12
9,3,0.849,100,9.556,246,42.466,1.263,0.938,9.556,4,"HighLat",12
9,4,0.146,100,9.556,247,42.226,1.263,0.933,9.556,4,"HighLat",12
9,5,0,100,9.556,248,69.971,1.263,0.928,9.556,4,"HighLat",12
9,6,0,100,9.556,249,69.562,1.263,0.922,9.556,4,"HighLat",12
9,7,1.079,100,9.556,250,41.49,1.263,0.917,9.556,4,"HighLat",12
9,8,0,100,9.556,251,68.733,1.263,0.911,9.556,4,"HighLat",12
9,9,0,100,9.556,252,68.312,1.263,0.906,9.556,4,"HighLat",12
9,10,0,100,9.556,253,67.888,1.263,0.9,9.556,4,"HighLat",12
9,11,0.245,100,9.556,254,40.477,1.263,0.894,9.556,4,"HighLat",12
9,12,0,100,9.556,255,67.03,1.263,0.889,9.556,4,"HighLat",12
9,13,1.441,100,9.556,256,39.958,1.263,0.883,9.556,4,"HighLat",12
9,14,0,100,9.556,257,66.16,1.263,0.877,9.556,4,"HighLat",12
9,15,0,100,9.556,258,65.72,1.263,0.871,9.556,4,"HighLat",12
9,16,0,100,9.556,259,65.277,1.263,0.865,9.556,4,"HighLat",12
9,17,0,100,9.556,260,64.832,1.263,0.859,9.556,4,"HighLat",12
9,18,0,100,9.556,261,64.384,1.263,0.853,9.556,4,"HighLat",12
9,19,0.427,100,9.556,262,38.36,1.263,0.848,9.556,4,"HighLat",12
9,20,1.711,100,9.556,263,38.089,1.263,0.842,9.556,4,"HighLat",12
9,21,0,100,9.556,264,63.027,1.263,0.836,9.556,4,"HighLat",12
9,22,0.343,100,9.556,265,37.542,1.263,0.829,9.556,4,"HighLat",12
9,23,0.077,100,9.556,266,37.267,1.263,0.823,9.556,4,"HighLat",12
9,24,0,100,9.556,267,61.652,1.263,0.817,9.556,4,"HighLat",12
9,25,0.227,100,9.556,268,36.715,1.263,0.811,9.556,4,"HighLat",12
9,26,0,100,9.556,269,60.728,1.263,0.805,9.556,4,"HighLat",12
9,27,0.245,100,9.556,270,36.159,1.263,0.799,9.556,4,"HighLat",12
9,28,0.908,100,9.556,271,35.88,1.263,0.793,9.556,4,"HighLat",12
9,29,0.65,100,9.556,272,35.601,1.263,0.787,9.556,4,"HighLat",12
9,30,0.199,100,9.556,273,35.321,1.263,0.78,9.556,4,"HighLat",12
10,1,0.443,100,7.038,274,35.041,1.01,0.771,7.038,4,"HighLat",12
10,2,0,100,7.038,275,57.935,1.01,0.764,7.038,4,"HighLat",12
10,3,0,100,7.038,276,57.468,1.01,0.758,7.038,4,"HighLat",12
10,4,0.128,100,7.038,277,34.201,1.01,0.752,7.038,4,"HighLat",12
10,5,0.056,100,7.038,278,33.921,1.01,0.746,7.038,4,"HighLat",12
10,6,0,100,7.038,279,56.069,1.01,0.74,7.038,4,"HighLat",12
10,7,0.253,100,7.038,280,33.362,1.01,0.734,7.038,4,"HighLat",12
10,8,0.65,100,7.038,281,33.083,1.01,0.727,7.038,4,"HighLat",12
10,9,0,100,7.038,282,54.675,1.01,0.721,7.038,4,"HighLat",12
10,10,0,100,7.038,283,54.213,1.01,0.715,7.038,4,"HighLat",12
10,11,0.158,100,7.038,284,32.251,1.01,0.709,7.038,4,"HighLat",12
10,12,0,100,7.038,285,53.292,1.01,0.703,7.038,4,"HighLat",12
10,13,1.057,100,7.038,286,31.701,1.01,0.697,7.038,4,"HighLat",12
10,14,0,100,7.038,287,52.379,1.01,0.691,7.038,4,"HighLat",12
10,15,0,100,7.038,288,51.925,1.01,0.685,7.038,4,"HighLat",12
10,16,0.562,100,7.038,289,30.884,1.01,0.679,7.038,4,"HighLat",12
10,17,0.543,100,7.038,290,30.615,1.01,0.673,7.038,4,"HighLat",12
10,18,0,100,7.038,291,50.579,1.01,0.667,7.038,4,"HighLat",12
10,19,0,100,7.038,292,50.136,1.01,0.661,7.038,4,"HighLat",12
10,20,0,100,7.038,293,49.695,1.01,0.656,7.038,4,"HighLat",12
10,21,0.609,100,7.038,294,29.555,1.01,0.65,7.038,4,"HighLat",12
10,22,0.701,100,7.038,295,29.295,1.01,0.644,7.038,4,"HighLat",12
10,23,1.093,100,7.038,296,29.037,1.01,0.639,7.038,4,"HighLat",12
10,24,0,100,7.038,297,47.968,1.01,0.633,7.038,4,"HighLat",12
10,25,0,100,7.038,298,47.546,1.01,0.627,7.038,4,"HighLat",12
10,26,0.49,100,7.038,299,28.276,1.01,0.622,7.038,4,"HighLat",12
10,27,0.644,100,7.038,300,28.028,1.01,0.616,7.038,4,"HighLat",12
10,28,0,100,7.038,301,46.304,1.01,0.611,7.038,4,"HighLat",12
10,29,0,100,7.038,302,45.899,1.01,0.606,7.038,4,"HighLat",12
10,30,1.447,100,7.038,303,27.299,1.01,0.6,7.038,4,"HighLat",12
10,31,0,100,7.038,304,45.103,1.01,0.595,7.038,4,"HighLat",12
11,1,0.51,100,3.858,305,26.828,0.69,0.586,3.858,4,"HighLat",12
11,2,0,100,3.858,306,44.328,0.69,0.581,3.858,4,"HighLat",12
11,3,0.515,100,3.858,307,26.369,0.69,0.576,3.858,4,"HighLat",12
11,4,0,100,3.858,308,43.575,0.69,0.571,3.858,4,"HighLat",12
11,5,1.237,100,3.858,309,25.924,0.69,0.566,3.858,4,"HighLat",12
11,6,0,100,3.858,310,42.844,0.69,0.561,3.858,4,"HighLat",12
11,7,0,100,3.858,311,42.488,0.69,0.557,3.858,4,"HighLat",12
11,8,1.811,100,3.858,312,25.283,0.69,0.552,3.858,4,"HighLat",12
11,9,0.337,100,3.858,313,25.076,0.69,0.548,3.858,4,"HighLat",12
11,10,0,100,3.858,314,41.456,0.69,0.543,3.858,4,"HighLat",12
11,11,0.321,100,3.858,315,24.675,0.69,0.539,3.858,4,"HighLat",12
11,12,0.217,100,3.858,316,24.481,0.69,0.535,3.858,4,"HighLat",12
11,13,0,100,3.858,317,40.484,0.69,0.531,3.858,4,"HighLat",12
11,14,0,100,3.858,318,40.174,0.69,0.526,3.858,4,"HighLat",12
11,15,0,100,3.858,319,39.87,0.69,0.522,3.858,4,"HighLat",12
11,16,0.179,100,3.858,320,23.744,0.69,0.519,3.858,4,"HighLat",12
11,17,0.738,100,3.858,321,23.571,0.69,0.515,3.858,4,"HighLat",12
11,18,0.043,100,3.858,322,23.402,0.69,0.511,3.858,4,"HighLat",12
11,19,0,100,3.858,323,38.73,0.69,0.508,3.858,4,"HighLat",12
11,20,0.051,100,3.858,324,23.078,0.69,0.504,3.858,4,"HighLat",12
11,21,0,100,3.858,325,38.205,0.69,0.501,3.858,4,"HighLat",12
11,22,0.622,100,3.858,326,22.772,0.69,0.497,3.858,4,"HighLat",12
11,23,0.95,100,3.858,327,22.626,0.69,0.494,3.858,4,"HighLat",12
11,24,0,100,3.858,328,37.476,0.69,0.491,3.858,4,"HighLat",12
11,25,0.303,100,3.858,329,22.349,0.69,0.488,3.858,4,"HighLat",12
11,26,0.142,100,3.858,330,22.218,0.69,0.485,3.858,4,"HighLat",12
11,27,0,100,3.858,331,36.819,0.69,0.482,3.858,4,"HighLat",12
11,28,0,100,3.858,332,36.617,0.69,0.48,3.858,4,"HighLat",12
11,29,0,100,3.858,333,36.423,0.69,0.477,3.858,4,"HighLat",12
11,30,0,100,3.858,334,36.237,0.69,0.475,3.858,4,"HighLat",12
12,1,0.401,100,0.226,335,21.636,0.325,0.468,0.226,4,"HighLat",12
12,2,0,100,0.226,336,35.892,0.325,0.466,0.226,4,"HighLat",12
12,3,0,100,0.226,337,35.732,0.325,0.464,0.226,4,"HighLat",12
12,4,0.39,100,0.226,338,21.349,0.325,0.462,0.226,4,"HighLat",12
12,5,0,100,0.226,339,35.439,0.325,0.46,0.226,4,"HighLat",12
12,6,0.393,100,0.226,340,21.183,0.325,0.459,0.226,4,"HighLat",12
12,7,0,100,0.226,341,35.18,0.325,0.457,0.226,4,"HighLat",12
12,8,0.587,100,0.226,342,21.039,0.325,0.455,0.226,4,"HighLat",12
